,Date,Adj_Cost
187,2015-02-19,925.9112310787358
188,2015-02-20,6043.593012496058
189,2015-02-21,584.517643955999
190,2015-02-22,533.4171562989353
191,2015-02-23,22899.609455714675
192,2015-02-26,5633.082290775327
193,2015-02-27,5174.003677452018
194,2015-02-28,15160.928495501928
195,2015-03-01,40777.206394922534
196,2015-03-02,30246.0
197,2015-03-03,8677.5146764868
198,2015-03-04,155200.97010020705
199,2015-03-05,5350.009248944408
200,2015-03-06,1954.8853952929874
201,2015-03-07,3318.4025621596625
202,2015-03-08,1877.9293112877622
203,2015-03-09,22575.936375391648
204,2015-03-12,11645.320207745312
205,2015-03-13,78497.25882953205
206,2015-03-14,2045.920324025163
207,2015-03-15,8384.095820698138
208,2015-03-16,15911.805700684685
209,2015-03-18,1030.6305779859879
210,2015-03-19,1784.4877610116068
211,2015-03-20,1893.5678608676935
212,2015-03-21,183.14999999999668
213,2015-03-23,2085.471200434233
214,2015-03-26,3521.7999877514303
215,2015-03-28,174262.68063591214
216,2015-03-29,387.6912
217,2015-03-30,2334.4681041050862
218,2015-04-02,4864.130505112119
219,2015-04-03,10115.239976074521
220,2015-04-04,204934.52784355823
221,2015-04-05,607.7821979847646
222,2015-04-06,109.65270692666121
223,2015-04-10,615.7959659999999
224,2015-04-11,19017.425858039693
225,2015-04-12,64812.272223794804
226,2015-04-13,90611.70316408695
227,2015-04-14,2649.051454440757
228,2015-04-16,4851.4161637232055
229,2015-04-17,983.7744670637445
230,2015-04-18,5692.814134605324
231,2015-04-20,6067.184659837381
232,2015-04-21,1040.1130448637007
233,2015-04-23,1923.8535244744787
234,2015-04-24,2007.7683405471212
235,2015-04-25,34668.853221013254
236,2015-04-26,930055.8430743947
237,2015-04-27,23882.506859348614
238,2015-04-28,12831.350564794702
239,2015-04-30,-5579937.521032403
240,2015-05-02,843.5437253466154
241,2015-05-03,32441.408218475088
242,2015-05-04,229219.70737983234
243,2015-05-07,836.6949617360432
244,2015-05-08,1538.2485478912251
245,2015-05-09,2290.0357487374968
246,2015-05-10,9822.324224291848
247,2015-05-11,34611.5531516052
248,2015-05-12,12248.528742121582
249,2015-05-13,53461.257880822115
250,2015-05-14,34922.90020241084
251,2015-05-15,1250.768842934338
252,2015-05-16,0.0
253,2015-05-17,8835.903585520728
254,2015-05-18,6247.8051822189345
255,2015-05-19,4357.851790029374
256,2015-05-21,5673.299306754412
257,2015-05-22,135.0
258,2015-05-23,75582.39781370414
259,2015-05-24,917.2218840970131
260,2015-05-25,19055.428629607817
261,2015-05-28,2865.9978961046795
262,2015-06-01,8136.041272127552
263,2015-06-02,11107.436336100429
264,2015-06-03,13860.556530279782
265,2015-06-04,212594.56350529523
266,2015-06-05,14500.262623862258
267,2015-06-06,1094.4030615210565
268,2015-06-07,12928.756325549517
269,2015-06-08,18796.345307637028
270,2015-06-09,2964.9755352182906
271,2015-06-11,16251.892914847918
272,2015-06-12,166.6002427287083
273,2015-06-13,21042.341967685654
274,2015-06-14,18194.664424152106
275,2015-06-15,15583.973151014456
276,2015-06-16,5393.144111715567
277,2015-06-18,3892.456632407353
278,2015-06-19,13235.88545748157
279,2015-06-20,18143.93795430698
280,2015-06-22,5655.128797762503
281,2015-06-25,6748.877941472811
282,2015-06-26,1072.8542880114135
283,2015-06-27,5834.700176338134
284,2015-06-28,10326.263234025906
285,2015-06-29,101747.0241422282
286,2015-07-02,9476.799423153812
287,2015-07-03,39384.34443284383
288,2015-07-04,173028.1459399535
289,2015-07-05,15459.649988554609
290,2015-07-06,41953.969927753315
291,2015-07-07,6151.53654555964
292,2015-07-09,58037.21669299827
293,2015-07-10,10288.540397355984
294,2015-07-11,2277.6999783971355
295,2015-07-13,9587.41315862464
296,2015-07-14,14051.298200313067
297,2015-07-16,900.7674466656745
298,2015-07-17,12447.261560812665
299,2015-07-18,35236.60243180961
300,2015-07-20,14254.691615136875
301,2015-07-23,931.0926948327334
302,2015-07-24,75.762
303,2015-07-25,19031.15844523291
304,2015-07-26,9820.582416393507
305,2015-07-27,10040.042013809274
306,2015-07-28,8901.500964214712
307,2015-07-30,1555.319921061084
308,2015-07-31,14513.863466804158
309,2015-08-01,50089.8608190955
310,2015-08-02,4179.31903900816
311,2015-08-03,104895.557553378
312,2015-08-04,409339.24365020596
313,2015-08-06,1866.6708351032432
314,2015-08-07,188.610036
315,2015-08-08,7307.509976303121
316,2015-08-10,16496.75061796719
317,2015-08-13,8719.619290380182
318,2015-08-15,3713.4266986348393
319,2015-08-16,90080.46102011805
320,2015-08-17,10024.027622506763
321,2015-08-18,1961.7171339027752
322,2015-08-20,3097.414622166547
323,2015-08-21,384.35944915615966
324,2015-08-22,32232.272386292545
325,2015-08-23,5329.001088331423
326,2015-08-24,57132.62628838237
327,2015-08-27,2452.2651477168424
328,2015-08-28,21190.970291549263
329,2015-08-29,707.0336525043165
330,2015-09-03,8198.858474721614
331,2015-09-04,356394.814054284
332,2015-09-05,39489.13570354079
333,2015-09-06,4250.587150163369
334,2015-09-07,16793.93913074145
335,2015-09-08,3014.4787460500315
336,2015-09-10,163.944
337,2015-09-11,8503.498498065654
338,2015-09-12,15175.825393366636
339,2015-09-13,61479.98134240223
340,2015-09-14,5995.421983914218
341,2015-09-15,12098.551433376995
342,2015-09-17,4511.262199880582
343,2015-09-18,14523.566967895114
344,2015-09-19,2442.853865964999
345,2015-09-20,32153.61004285446
346,2015-09-21,2951.2492085844124
347,2015-09-23,1010.0964834797701
348,2015-09-24,427.7770848541461
349,2015-09-25,6000.8671984526645
350,2015-09-26,1220.4338018399224
351,2015-09-27,5743.731260386135
352,2015-09-28,83689.52059942805
353,2015-10-01,20387.83796345983
354,2015-10-02,0.0
355,2015-10-03,10490.158106662928
356,2015-10-04,524595.939315369
357,2015-10-08,3882.4071088611217
358,2015-10-11,8540.453259432541
359,2015-10-12,20707.904971004275
360,2015-10-13,5485.595626792767
361,2015-10-15,2348.593795661428
362,2015-10-18,9762.730682662776
363,2015-10-19,22626.661511529022
364,2015-10-20,19714.28790725673
365,2015-10-22,5478.382821912667
366,2015-10-23,5676.812306754446
367,2015-10-24,16850.934677388406
368,2015-10-25,2263.3200436057837
369,2015-10-26,12349.974847075347
370,2015-10-27,1061.883228892782
371,2015-10-28,5675.892064304019
372,2015-10-29,6705.30454034808
373,2015-10-30,236.37302481169257
374,2015-11-02,15626.950130849562
375,2015-11-03,3697.6824911113763
376,2015-11-04,319274.1816968538
377,2015-11-05,5706.58151302695
378,2015-11-06,34183.49918811579
379,2015-11-07,4701.7291465190565
380,2015-11-08,5197.577181568928
381,2015-11-09,24947.11654494236
382,2015-11-10,989.0999999999999
383,2015-11-12,3635.6004133153197
384,2015-11-13,8587.086693799713
385,2015-11-14,6590.652781439227
386,2015-11-15,448.94312141792057
387,2015-11-16,4500.219499372801
388,2015-11-17,9913.224680318372
389,2015-11-18,17757.341800814174
390,2015-11-19,385.2
391,2015-11-20,980.1852626362464
392,2015-11-23,15591.41413854529
393,2015-11-24,10123.893150696586
394,2015-11-26,527.8079388242602
395,2015-11-27,2145.044917635557
396,2015-11-28,47645.09744539274
397,2015-11-29,107.99999999999999
398,2015-11-30,0.0
399,2015-12-03,13727.844597654912
400,2015-12-04,161411.47670344662
401,2015-12-07,10728.081313924069
402,2015-12-08,295.2774
403,2015-12-13,56561.52699785196
404,2015-12-14,4973.46548319823
405,2015-12-15,1058.0544
406,2015-12-17,3468.1574162713664
407,2015-12-19,7244.719730522743
408,2015-12-22,2795.5156823173147
409,2015-12-25,219.97794569796122
410,2016-01-02,2374.1462500419457
411,2016-01-05,436242.14199356764
412,2016-01-07,72.46389247415398
413,2016-01-08,7184.149200000001
414,2016-01-10,991.2581931820685
415,2016-01-11,11552.206442932737
416,2016-01-12,9907.642706025712
417,2016-01-13,39731.98946993446
418,2016-01-14,17686.703163144102
419,2016-01-15,3007.4899064420815
420,2016-01-16,50.3388
421,2016-01-17,6667.838784651504
422,2016-01-18,26961.348231942153
423,2016-01-19,1496.3878228293613
424,2016-01-21,3278.4014570429986
425,2016-01-23,3024.484180191027
426,2016-01-24,3112.048858938632
427,2016-01-25,3059.902556106076
428,2016-01-28,9261.030044399313
429,2016-01-31,27160.930152787118
430,2016-02-02,2987.7233424737797
431,2016-02-03,6299.049239504146
432,2016-02-04,331303.0033555842
433,2016-02-05,11084.132216287951
434,2016-02-06,24415.808621772823
435,2016-02-07,13739.483450533524
436,2016-02-08,8473.630109743746
437,2016-02-09,2587.9359750821864
438,2016-02-11,426.3335532438108
439,2016-02-12,1700.7543309297603
440,2016-02-13,26469.09427862868
441,2016-02-14,1074.5369413736307
442,2016-02-15,45148.4040337814
443,2016-02-18,61756.5831441601
444,2016-02-20,427.268364
445,2016-02-21,2109.6
446,2016-02-22,9687.566281763467
447,2016-02-23,12720.552578348437
448,2016-02-25,3617.382242399909
449,2016-02-26,643.5958043500667
450,2016-02-27,3327.985028429757
451,2016-02-28,356.8243245762175
452,2016-03-03,7855.463720806652
453,2016-03-04,341426.0061238543
454,2016-03-05,2171.599436087328
455,2016-03-06,7099.4230117429
456,2016-03-08,1058.0544
457,2016-03-10,391.28579201374
458,2016-03-11,235.00197672608013
459,2016-03-12,14585.641929669831
460,2016-03-13,12251.887740967233
461,2016-03-14,4692.9496250331085
462,2016-03-17,4821.231661862563
463,2016-03-18,11329.542087084277
464,2016-03-19,39803.34996277001
465,2016-03-20,10743.442234780108
466,2016-03-21,17876.339904028817
467,2016-03-22,2849.1748930291324
468,2016-03-23,5478.226704629598
469,2016-03-24,35125.632935143425
470,2016-03-25,4507.265184801329
471,2016-03-26,3069.008125192985
472,2016-03-27,102937.87420183742
473,2016-03-28,21860.886692463188
474,2016-04-01,1569.3730069916917
475,2016-04-02,446.52539732152695
476,2016-04-03,13241.173072738498
477,2016-04-04,440915.45417825406
478,2016-04-08,5978.605919290915
479,2016-04-10,16610.501597138387
480,2016-04-11,1535.2054487709795
481,2016-04-12,1943.1218606468083
482,2016-04-13,1360.0782618350186
483,2016-04-14,7835.052097611811
484,2016-04-15,11590.655526207744
485,2016-04-16,21666.981838101437
486,2016-04-17,2674.079586121116
487,2016-04-18,73156.81513891365
488,2016-04-21,8747.080104599885
489,2016-04-22,2475.971031522602
490,2016-04-23,8888.30167959539
491,2016-04-24,1246.3208831268444
492,2016-04-25,23255.949880960892
493,2016-04-26,8461.195032373857
494,2016-04-28,8974.745197225031
495,2016-04-29,3095.620543877395
496,2016-04-30,1117.2792425404666
497,2016-05-01,53609.95278739519
498,2016-05-02,2341.1919574352737
499,2016-05-03,12135.10074273928
500,2016-05-04,356713.6390777338
501,2016-05-05,485.316
502,2016-05-07,30262.38358886576
503,2016-05-08,19431.100965133868
504,2016-05-09,44652.59402729711
505,2016-05-10,2199.545065495128
506,2016-05-12,38035.03522233595
507,2016-05-13,3269.8302995686263
508,2016-05-14,66388.73277711862
509,2016-05-15,4021.4568714877573
510,2016-05-16,11402.993309119807
511,2016-05-17,7817.552779775747
512,2016-05-18,2735.9999999999986
513,2016-05-19,9199.844477067161
514,2016-05-20,6804.636482114562
515,2016-05-22,13419.77761881933
516,2016-05-23,50643.71842763504
517,2016-05-28,17373.83692109738
518,2016-05-29,3938.545728551526
519,2016-05-30,21236.689445567165
520,2016-05-31,5592.999656182617
521,2016-06-02,545.904
522,2016-06-03,22033.68234157137
523,2016-06-04,338420.48867592035
524,2016-06-06,3944.1734963066183
525,2016-06-07,1878.4204671897471
526,2016-06-09,3414.572345378517
527,2016-06-10,15518.62959889797
528,2016-06-11,9196.342717340734
529,2016-06-12,3009.9478010902885
530,2016-06-13,19736.59857883296
531,2016-06-14,1870.0595452289617
532,2016-06-16,85183.79128839317
533,2016-06-17,1572.5053865111984
534,2016-06-18,8125.374370776577
535,2016-06-19,1461.9210096479403
536,2016-06-20,23899.677903977918
537,2016-06-21,1533.2384796092635
538,2016-06-23,94871.3138785434
539,2016-06-24,6925.415143636118
540,2016-06-25,36683.40294268948
541,2016-06-26,2242.931091606134
542,2016-06-27,29408.7129227979
543,2016-06-28,8795.004430118142
544,2016-06-30,2872.4635021127765
545,2016-07-01,1745.5577926061908
546,2016-07-02,1098.598201722458
547,2016-07-03,38113.55445707845
548,2016-07-04,766855.124030243
549,2016-07-05,3693.3708345901364
550,2016-07-07,58140.34974923452
551,2016-07-08,6545.869224315338
552,2016-07-09,9183.415549319827
553,2016-07-10,5791.362161476688
554,2016-07-12,489.5982
555,2016-07-14,17243.01591864008
556,2016-07-18,13751.69836116165
557,2016-07-21,2033.9561533566884
558,2016-07-22,6893.647782761783
559,2016-07-23,20330.36754224417
560,2016-07-24,25921.20366171438
561,2016-07-25,9344.021017862176
562,2016-07-26,2143.252665196276
563,2016-07-28,4116.589859856572
564,2016-07-30,786.1170401140865
565,2016-07-31,60072.82858021135
566,2016-08-01,5541.546100331815
567,2016-08-02,11527.885552640191
568,2016-08-03,14843.868541959597
569,2016-08-04,748129.646761684
570,2016-08-05,400.9083049788381
571,2016-08-06,9188.451809166607
572,2016-08-07,353.0115091007767
573,2016-08-08,7039.567199486956
574,2016-08-09,4674.658327892122
575,2016-08-11,1111.4453066768867
576,2016-08-12,25555.974845101595
577,2016-08-13,27039.150526476653
578,2016-08-14,1342.602
579,2016-08-15,12368.245969546122
580,2016-08-16,3098.8468550599223
581,2016-08-20,16194.75250206991
582,2016-08-21,21673.801549150347
583,2016-08-22,9173.883599231067
584,2016-08-23,4558.366997172064
585,2016-08-25,13128.115627970281
586,2016-08-26,32213.907694230104
587,2016-08-27,17959.567303475524
588,2016-08-28,36886.8990949408
589,2016-08-29,2163.9178728556017
590,2016-08-30,79603.40368805258
591,2016-09-03,6389.663709683561
592,2016-09-04,591225.9795709299
593,2016-09-08,16.3728
594,2016-09-09,14087.758182404456
595,2016-09-10,7977.3680236653745
596,2016-09-11,1111.8862357184223
597,2016-09-12,5933.706592753952
598,2016-09-13,16022.294672547834
599,2016-09-15,9722.382253016216
600,2016-09-16,15541.287571678628
601,2016-09-17,25347.61389999688
602,2016-09-18,7629.170331897324
603,2016-09-19,8045.321160838646
604,2016-09-20,6934.942133302067
605,2016-09-23,4553.07703215205
606,2016-09-24,1152.1887441701308
607,2016-09-25,43369.52254118018
608,2016-09-26,14729.259220743876
609,2016-09-27,5450.032301606428
610,2016-09-28,1697.0874074104518
611,2016-09-29,13004.210481016393
612,2016-09-30,938.6925889805343
613,2016-10-01,1871.7849808035294
614,2016-10-03,26995.20410930591
615,2016-10-04,631731.1533571753
616,2016-10-06,643.6840144176643
617,2016-10-07,0.0
618,2016-10-08,4388.19681843276
619,2016-10-09,5748.726862622474
620,2016-10-10,17473.96286650408
621,2016-10-11,8870.980579661657
622,2016-10-15,22352.184216143352
623,2016-10-16,3197.6212591549333
624,2016-10-17,698.0417369288078
625,2016-10-18,2583.6647258084795
626,2016-10-20,65563.2689062586
627,2016-10-21,9338.880024527722
628,2016-10-23,2984.1342467842082
629,2016-10-24,7534.625356233741
630,2016-10-25,3332.782151422156
631,2016-10-28,13190.24267559679
632,2016-10-30,12282.897479399095
633,2016-10-31,2885.9928388952167
634,2016-11-03,4307.8068053298875
635,2016-11-04,630550.697182158
636,2016-11-05,9374.360800012484
637,2016-11-06,6776.285231177557
638,2016-11-07,43651.16062814001
639,2016-11-10,3408.487048989502
640,2016-11-11,5056.592816764594
641,2016-11-12,462.35798307700014
642,2016-11-13,10099.944157489517
643,2016-11-14,17983.370877085632
644,2016-11-18,14588.829544032185
645,2016-11-19,6065.389424726409
646,2016-11-20,41368.55849908326
647,2016-11-21,5814.467732209831
648,2016-11-22,494.54999999999995
649,2016-11-24,98915.52287863415
650,2016-11-25,4208.896854799914
651,2016-11-26,45058.99380979174
652,2016-11-28,51785.67020127318
653,2016-11-29,522814.4850606725
654,2016-12-02,4687.799417973427
655,2016-12-03,5394.303550223555
656,2016-12-04,574393.1779069137
657,2016-12-06,1219.4754
658,2016-12-08,37633.270980924244
659,2016-12-09,1222.2164866142612
660,2016-12-10,6462.546667978516
661,2016-12-11,4432.112594881458
662,2016-12-12,6784.24527781008
663,2016-12-13,4373.680585525129
664,2016-12-15,21440.396398736055
665,2016-12-17,382226.6410744581
666,2016-12-18,10498.513439758062
667,2016-12-19,16062.221286360389
668,2016-12-23,4405.915767656488
669,2016-12-24,3157.8799175679474
670,2016-12-25,16126.554539535296
671,2016-12-26,59092.38122851657
672,2017-01-02,161.9478993511306
673,2017-01-05,680549.3961564522
674,2017-01-06,6972.962352080483
675,2017-01-07,14893.944179170405
676,2017-01-08,7827.73897846687
677,2017-01-12,345.16799999999995
678,2017-01-13,2142.6361449094907
679,2017-01-14,36955.61548968448
680,2017-01-15,77986.45888930927
681,2017-01-16,26986.45717738854
682,2017-01-17,3091.6513335988343
683,2017-01-18,12579.131916758366
684,2017-01-19,9227.123009581404
685,2017-01-20,201.4991999999999
686,2017-01-21,4877.981610002847
687,2017-01-22,9256.616917304782
688,2017-01-23,11056.415585605184
689,2017-01-27,1918.7887043586688
690,2017-01-28,26495.643731111522
691,2017-01-29,25225.56944659496
692,2017-01-30,53643.77776824932
693,2017-01-31,6163.0799869739085
694,2017-02-02,1473.8920619731034
695,2017-02-03,5532.766129742097
696,2017-02-04,669526.6790052581
697,2017-02-06,6882.625204345592
698,2017-02-07,1217.658
699,2017-02-09,13420.913908693461
700,2017-02-10,6582.818811011228
701,2017-02-11,11519.892340223172
702,2017-02-12,1429.1914933567086
703,2017-02-13,27831.774930822154
704,2017-02-14,1742.8865999999998
705,2017-02-17,1607.6241609913204
706,2017-02-18,3637.819441987972
707,2017-02-20,2855.160585130838
708,2017-02-21,2588.1865400227703
709,2017-02-23,97048.31803565809
710,2017-02-24,4927.766039812721
711,2017-02-25,66231.66565557306
712,2017-02-27,5300.538794311253
713,2017-02-28,4581.590050187977
714,2017-03-03,5779.907697440278
715,2017-03-04,390516.46051135106
716,2017-03-06,3678.4034987718337
717,2017-03-07,9804.633127172947
718,2017-03-10,463.0574230040576
719,2017-03-11,10050.944251825724
720,2017-03-12,2508.094883012027
721,2017-03-13,13265.890563014242
722,2017-03-14,10574.330953852908
723,2017-03-17,22371.628080187926
724,2017-03-18,15248.612528837324
725,2017-03-19,94524.91258382278
726,2017-03-20,8597.446439493937
727,2017-03-21,8176.036157899551
728,2017-03-23,11433.90635443135
729,2017-03-25,7678.968726230532
730,2017-03-26,9683.31276449697
731,2017-03-27,7508.041200095034
732,2017-03-28,22953.665333077766
733,2017-03-30,7611.64830956621
734,2017-03-31,27747.998841883065
735,2017-04-01,7683.018954376706
736,2017-04-03,50834.600190751386
737,2017-04-04,338651.0736300029
738,2017-04-06,1483.551438503353
739,2017-04-07,9535.138628150115
740,2017-04-08,31976.8074279833
741,2017-04-09,1692.612234015068
742,2017-04-10,15484.690852478745
743,2017-04-11,2335.175980663086
744,2017-04-13,69766.97115791719
745,2017-04-14,24631.105124475132
746,2017-04-15,2312.879778735611
747,2017-04-18,29546.520573457212
748,2017-04-21,4958.156317252259
749,2017-04-22,221120.12295241002
750,2017-04-23,130788.80469450273
751,2017-04-24,313932.20373946015
752,2017-04-25,4277.322738647478
753,2017-04-27,39784.001735488644
754,2017-04-28,6766.40834654175
755,2017-04-29,2897.886507968477
756,2017-04-30,6789.028762608381
757,2017-05-01,145029.91966378494
758,2017-05-02,423.9195017861421
759,2017-05-03,26189.23037505891
760,2017-05-04,612317.2032029367
761,2017-05-05,12503.02228500699
762,2017-05-06,16151.927129066034
763,2017-05-07,36.02944800000001
764,2017-05-08,267414.2869692478
765,2017-05-11,29753.32449808195
766,2017-05-12,28293.83625010544
767,2017-05-13,30242.150614256447
768,2017-05-14,18588.3385285068
769,2017-05-15,72965.2770681971
770,2017-05-16,7550.085327316075
771,2017-05-18,22488.57296708726
772,2017-05-19,14915.712102603244
773,2017-05-20,10824.309968875734
774,2017-05-21,69250.10209547458
775,2017-05-22,34051.60774870517
776,2017-05-23,3920.395870440551
777,2017-05-25,5731.514696652355
778,2017-05-26,1864.6773084682163
779,2017-05-27,12701.808731592715
780,2017-05-28,8480.530307687957
781,2017-05-29,4940.241971685264
782,2017-05-30,5413.073217263951
783,2017-06-01,13861.695292766784
784,2017-06-02,1019.7201912168913
785,2017-06-03,87443.29827110228
786,2017-06-04,982805.023912569
787,2017-06-08,8081.304632010994
788,2017-06-09,3752.2917077965367
789,2017-06-10,1074.6
790,2017-06-11,28774.69645087861
791,2017-06-12,91200.5037418474
792,2017-06-13,643.1382383494864
793,2017-06-15,103250.32008519689
794,2017-06-16,6921.8756750997845
795,2017-06-17,8887.50926450205
796,2017-06-18,7265.234915784007
797,2017-06-19,23406.633060388
798,2017-06-20,8362.95976171189
799,2017-06-22,3189.6089126509605
800,2017-06-24,9318.176425745369
801,2017-06-26,6653.925935580239
802,2017-06-27,1958.1211761536097
803,2017-06-28,4300.47945657087
804,2017-06-29,15859.961362359612
805,2017-07-03,5657.610234921053
806,2017-07-04,503807.9800410534
807,2017-07-06,19748.586762075924
808,2017-07-07,791.4837216096126
809,2017-07-08,2029.4296054023362
810,2017-07-09,13180.369299698066
811,2017-07-10,7891.997814213686
812,2017-07-11,46212.02063408154
813,2017-07-13,16954.744490420097
814,2017-07-14,13593.740371859116
815,2017-07-15,6161.715401891372
816,2017-07-17,36767.66703891043
817,2017-07-18,18439.16550149747
818,2017-07-20,95497.66998457728
819,2017-07-21,12081.81087943796
